Trip id,Request id,Pickup point,Driver id,Status,Request Hour,Request timestamp,Drop timestamp,Trip Duration (mins),Is Completed,Time Slot,DAY
3571,433,City,177,Cancelled,8,11-07-2016 08:57,,,0,Morning,Monday
3572,1607,City,177,Cancelled,6,12-07-2016 06:41,,,0,Morning,Tuesday
3573,3189,City,177,Cancelled,9,13-07-2016 09:32,,,0,Morning,Wednesday
3574,4128,City,177,Cancelled,4,14-07-2016 04:42,,,0,Early Morning,Thursday
3575,4197,City,177,Cancelled,5,14-07-2016 05:27,,,0,Early Morning,Thursday
3576,4524,City,177,Cancelled,9,14-07-2016 09:26,,,0,Morning,Thursday
3577,5871,City,177,Cancelled,9,15-07-2016 09:23,,,0,Morning,Friday
3578,5912,City,177,Cancelled,10,15-07-2016 10:00,,,0,Morning,Friday
3579,2466,Airport,178,Cancelled,20,12-07-2016 20:34,,,0,Night,Tuesday
3580,2886,City,178,Cancelled,6,13-07-2016 06:01,,,0,Morning,Wednesday
3581,5225,City,178,Cancelled,21,14-07-2016 21:06,,,0,Night,Thursday
3582,6505,City,178,Cancelled,20,15-07-2016 20:35,,,0,Night,Friday
3583,2785,City,179,Cancelled,4,13-07-2016 04:50,,,0,Early Morning,Wednesday
3584,2806,City,179,Cancelled,5,13-07-2016 05:00,,,0,Early Morning,Wednesday
3585,4459,City,179,Cancelled,8,14-07-2016 08:37,,,0,Morning,Thursday
3586,5653,City,179,Cancelled,6,15-07-2016 06:58,,,0,Morning,Friday
3587,1650,City,180,Cancelled,7,12-07-2016 07:14,,,0,Morning,Tuesday
3588,3745,Airport,180,Cancelled,20,13-07-2016 20:27,,,0,Night,Wednesday
3589,4796,Airport,180,Cancelled,16,14-07-2016 16:54,,,0,Afternoon,Thursday
3590,2119,City,181,Cancelled,16,12-07-2016 16:41,,,0,Afternoon,Tuesday
3591,3013,City,181,Cancelled,7,13-07-2016 07:31,,,0,Morning,Wednesday
3592,3126,City,181,Cancelled,8,13-07-2016 08:43,,,0,Morning,Wednesday
3593,4235,City,181,Cancelled,5,14-07-2016 05:51,,,0,Early Morning,Thursday
3594,105,City,182,Cancelled,4,11-07-2016 04:58,,,0,Early Morning,Monday
3595,1747,City,182,Cancelled,8,12-07-2016 08:27,,,0,Morning,Tuesday
3596,4134,City,182,Cancelled,4,14-07-2016 04:45,,,0,Early Morning,Thursday
3597,217,City,183,Cancelled,6,11-07-2016 06:12,,,0,Morning,Monday
3598,4478,City,183,Cancelled,8,14-07-2016 08:44,,,0,Morning,Thursday
3599,5248,City,183,Cancelled,21,14-07-2016 21:18,,,0,Night,Thursday
3600,6032,Airport,183,Cancelled,13,15-07-2016 13:00,,,0,Afternoon,Friday
3601,4206,City,184,Cancelled,5,14-07-2016 05:34,,,0,Early Morning,Thursday
3602,4387,City,184,Cancelled,7,14-07-2016 07:54,,,0,Morning,Thursday
3603,113,City,185,Cancelled,5,11-07-2016 05:09,,,0,Early Morning,Monday
3604,1558,City,185,Cancelled,6,12-07-2016 06:13,,,0,Morning,Tuesday
3605,2180,Airport,185,Cancelled,17,12-07-2016 17:42,,,0,Evening,Tuesday
3606,3661,Airport,185,Cancelled,19,13-07-2016 19:28,,,0,Evening,Wednesday
3607,378,City,186,Cancelled,8,11-07-2016 08:08,,,0,Morning,Monday
3608,790,Airport,186,Cancelled,16,11-07-2016 16:56,,,0,Afternoon,Monday
3609,1700,City,186,Cancelled,7,12-07-2016 07:58,,,0,Morning,Tuesday
3610,3788,Airport,186,Cancelled,20,13-07-2016 20:50,,,0,Night,Wednesday
3611,480,City,187,Cancelled,9,11-07-2016 09:26,,,0,Morning,Monday
3612,1632,City,187,Cancelled,7,12-07-2016 07:06,,,0,Morning,Tuesday
3613,3101,City,187,Cancelled,8,13-07-2016 08:28,,,0,Morning,Wednesday
3614,5706,City,187,Cancelled,7,15-07-2016 07:38,,,0,Morning,Friday
3615,5772,City,188,Cancelled,8,15-07-2016 08:22,,,0,Morning,Friday
3616,129,City,189,Cancelled,5,11-07-2016 05:10,,,0,Early Morning,Monday
3617,3119,City,189,Cancelled,8,13-07-2016 08:35,,,0,Morning,Wednesday
3618,3228,City,189,Cancelled,9,13-07-2016 09:58,,,0,Morning,Wednesday
3619,1569,City,190,Cancelled,6,12-07-2016 06:21,,,0,Morning,Tuesday
3620,1820,City,190,Cancelled,9,12-07-2016 09:24,,,0,Morning,Tuesday
3621,1840,City,190,Cancelled,9,12-07-2016 09:37,,,0,Morning,Tuesday
3622,4323,City,190,Cancelled,7,14-07-2016 07:00,,,0,Morning,Thursday
3623,4346,City,190,Cancelled,7,14-07-2016 07:21,,,0,Morning,Thursday
3624,5785,City,190,Cancelled,8,15-07-2016 08:32,,,0,Morning,Friday
3625,6400,City,190,Cancelled,19,15-07-2016 19:18,,,0,Evening,Friday
3626,224,City,191,Cancelled,6,11-07-2016 06:17,,,0,Morning,Monday
3627,5913,City,191,Cancelled,9,15-07-2016 09:58,,,0,Morning,Friday
3628,1833,City,192,Cancelled,9,12-07-2016 09:34,,,0,Morning,Tuesday
3629,2902,City,192,Cancelled,5,13-07-2016 05:59,,,0,Early Morning,Wednesday
3630,4239,City,192,Cancelled,5,14-07-2016 05:56,,,0,Early Morning,Thursday
3631,265,City,193,Cancelled,6,11-07-2016 06:47,,,0,Morning,Monday
3632,833,Airport,193,Cancelled,17,11-07-2016 17:37,,,0,Evening,Monday
3633,3249,City,193,Cancelled,10,13-07-2016 10:13,,,0,Morning,Wednesday
3634,4226,City,193,Cancelled,5,14-07-2016 05:46,,,0,Early Morning,Thursday
3635,5867,City,193,Cancelled,9,15-07-2016 09:19,,,0,Morning,Friday
3636,684,City,194,Cancelled,13,11-07-2016 13:32,,,0,Afternoon,Monday
3637,718,City,194,Cancelled,14,11-07-2016 14:51,,,0,Afternoon,Monday
3638,4145,City,194,Cancelled,4,14-07-2016 04:56,,,0,Early Morning,Thursday
3639,5489,City,194,Cancelled,4,15-07-2016 04:52,,,0,Early Morning,Friday
3640,5651,City,194,Cancelled,7,15-07-2016 07:00,,,0,Morning,Friday
3641,290,City,195,Cancelled,7,11-07-2016 07:13,,,0,Morning,Monday
3642,1030,Airport,195,Cancelled,19,11-07-2016 19:14,,,0,Evening,Monday
3643,3062,City,195,Cancelled,7,13-07-2016 07:50,,,0,Morning,Wednesday
3644,5635,City,195,Cancelled,6,15-07-2016 06:43,,,0,Morning,Friday
3645,5828,City,195,Cancelled,9,15-07-2016 09:00,,,0,Morning,Friday
3646,2823,City,196,Cancelled,5,13-07-2016 05:15,,,0,Early Morning,Wednesday
3647,4558,City,196,Cancelled,9,14-07-2016 09:51,,,0,Morning,Thursday
3648,5494,City,196,Cancelled,4,15-07-2016 04:56,,,0,Early Morning,Friday
3649,5501,City,196,Cancelled,5,15-07-2016 05:07,,,0,Early Morning,Friday
3650,526,City,197,Cancelled,9,11-07-2016 09:46,,,0,Morning,Monday
3651,1887,City,197,Cancelled,10,12-07-2016 10:08,,,0,Morning,Tuesday
3652,2944,City,197,Cancelled,6,13-07-2016 06:33,,,0,Morning,Wednesday
3653,4413,City,197,Cancelled,8,14-07-2016 08:07,,,0,Morning,Thursday
3654,4420,City,197,Cancelled,8,14-07-2016 08:13,,,0,Morning,Thursday
3655,5486,City,197,Cancelled,4,15-07-2016 04:51,,,0,Early Morning,Friday
3656,6010,City,197,Cancelled,12,15-07-2016 12:25,,,0,Afternoon,Friday
3657,277,City,198,Cancelled,6,11-07-2016 06:59,,,0,Morning,Monday
3658,2148,City,198,Cancelled,17,12-07-2016 17:22,,,0,Evening,Tuesday
3659,2802,City,198,Cancelled,4,13-07-2016 04:51,,,0,Early Morning,Wednesday
3660,4445,City,198,Cancelled,8,14-07-2016 08:36,,,0,Morning,Thursday
3661,546,City,199,Cancelled,10,11-07-2016 10:04,,,0,Morning,Monday
3662,1115,Airport,199,Cancelled,20,11-07-2016 20:23,,,0,Night,Monday
3663,3177,City,199,Cancelled,9,13-07-2016 09:13,,,0,Morning,Wednesday
3664,5587,City,199,Cancelled,5,15-07-2016 05:58,,,0,Early Morning,Friday
3665,5628,City,199,Cancelled,6,15-07-2016 06:34,,,0,Morning,Friday
3666,6173,City,199,Cancelled,16,15-07-2016 16:45,,,0,Afternoon,Friday
3667,383,City,200,Cancelled,8,11-07-2016 08:21,,,0,Morning,Monday
3668,749,Airport,200,Cancelled,15,11-07-2016 15:48,,,0,Afternoon,Monday
3669,5733,City,200,Cancelled,7,15-07-2016 07:51,,,0,Morning,Friday
3670,18,City,201,Cancelled,1,11-07-2016 01:16,,,0,Late Night,Monday
3671,2125,Airport,201,Cancelled,16,12-07-2016 16:52,,,0,Afternoon,Tuesday
3672,5522,City,201,Cancelled,5,15-07-2016 05:21,,,0,Early Morning,Friday
3673,5895,City,201,Cancelled,9,15-07-2016 09:49,,,0,Morning,Friday
3674,192,City,202,Cancelled,5,11-07-2016 05:56,,,0,Early Morning,Monday
3675,1469,City,202,Cancelled,5,12-07-2016 05:05,,,0,Early Morning,Tuesday
3676,1486,City,202,Cancelled,5,12-07-2016 05:20,,,0,Early Morning,Tuesday
3677,2971,City,202,Cancelled,6,13-07-2016 06:53,,,0,Morning,Wednesday
3678,4331,City,202,Cancelled,7,14-07-2016 07:10,,,0,Morning,Thursday
3679,1739,City,203,Cancelled,8,12-07-2016 08:30,,,0,Morning,Tuesday
3680,5679,City,203,Cancelled,7,15-07-2016 07:09,,,0,Morning,Friday
3681,5750,City,203,Cancelled,8,15-07-2016 08:03,,,0,Morning,Friday
3682,5856,City,203,Cancelled,9,15-07-2016 09:08,,,0,Morning,Friday
3683,6033,Airport,203,Cancelled,12,15-07-2016 12:55,,,0,Afternoon,Friday
3684,119,City,204,Cancelled,5,11-07-2016 05:10,,,0,Early Morning,Monday
3685,641,City,204,Cancelled,12,11-07-2016 12:31,,,0,Afternoon,Monday
3686,3144,City,204,Cancelled,8,13-07-2016 08:55,,,0,Morning,Wednesday
3687,3404,Airport,204,Cancelled,15,13-07-2016 15:18,,,0,Afternoon,Wednesday
3688,4185,City,204,Cancelled,5,14-07-2016 05:16,,,0,Early Morning,Thursday
3689,5918,City,204,Cancelled,10,15-07-2016 10:01,,,0,Morning,Friday
3690,98,City,205,Cancelled,4,11-07-2016 04:58,,,0,Early Morning,Monday
3691,1541,City,205,Cancelled,6,12-07-2016 06:04,,,0,Morning,Tuesday
3692,2872,City,205,Cancelled,5,13-07-2016 05:41,,,0,Early Morning,Wednesday
3693,3498,City,205,Cancelled,17,13-07-2016 17:36,,,0,Evening,Wednesday
3694,5646,City,205,Cancelled,6,15-07-2016 06:52,,,0,Morning,Friday
3695,5656,City,205,Cancelled,6,15-07-2016 06:54,,,0,Morning,Friday
3696,130,City,206,Cancelled,5,11-07-2016 05:12,,,0,Early Morning,Monday
3697,268,City,206,Cancelled,6,11-07-2016 06:52,,,0,Morning,Monday
3698,644,Airport,206,Cancelled,12,11-07-2016 12:29,,,0,Afternoon,Monday
3699,1572,City,206,Cancelled,6,12-07-2016 06:22,,,0,Morning,Tuesday
3700,1619,City,206,Cancelled,6,12-07-2016 06:53,,,0,Morning,Tuesday
3701,1668,City,206,Cancelled,7,12-07-2016 07:35,,,0,Morning,Tuesday
3702,1707,City,206,Cancelled,8,12-07-2016 08:10,,,0,Morning,Tuesday
3703,2113,Airport,206,Cancelled,16,12-07-2016 16:29,,,0,Afternoon,Tuesday
3704,4581,City,206,Cancelled,10,14-07-2016 10:04,,,0,Morning,Thursday
3705,5626,City,206,Cancelled,6,15-07-2016 06:33,,,0,Morning,Friday
3706,4255,City,207,Cancelled,6,14-07-2016 06:08,,,0,Morning,Thursday
3707,5794,City,207,Cancelled,8,15-07-2016 08:38,,,0,Morning,Friday
3708,6103,Airport,208,Cancelled,14,15-07-2016 14:52,,,0,Afternoon,Friday
3709,302,City,209,Cancelled,7,11-07-2016 07:17,,,0,Morning,Monday
3710,1137,City,209,Cancelled,20,11-07-2016 20:32,,,0,Night,Monday
3711,4304,City,209,Cancelled,6,14-07-2016 06:50,,,0,Morning,Thursday
3712,1702,City,210,Cancelled,8,12-07-2016 08:02,,,0,Morning,Tuesday
3713,1762,City,210,Cancelled,8,12-07-2016 08:50,,,0,Morning,Tuesday
3714,2373,Airport,210,Cancelled,19,12-07-2016 19:36,,,0,Evening,Tuesday
3715,3005,City,210,Cancelled,7,13-07-2016 07:15,,,0,Morning,Wednesday
3716,3131,City,210,Cancelled,8,13-07-2016 08:40,,,0,Morning,Wednesday
3717,3883,Airport,210,Cancelled,21,13-07-2016 21:56,,,0,Night,Wednesday
3718,6131,Airport,210,Cancelled,15,15-07-2016 15:38,,,0,Afternoon,Friday
3719,6302,Airport,210,Cancelled,18,15-07-2016 18:29,,,0,Evening,Friday
3720,6538,Airport,210,Cancelled,20,15-07-2016 20:54,,,0,Night,Friday
3721,244,City,211,Cancelled,6,11-07-2016 06:31,,,0,Morning,Monday
3722,1216,Airport,211,Cancelled,21,11-07-2016 21:32,,,0,Night,Monday
3723,4154,City,211,Cancelled,5,14-07-2016 05:07,,,0,Early Morning,Thursday
3724,393,City,212,Cancelled,8,11-07-2016 08:27,,,0,Morning,Monday
3725,419,City,212,Cancelled,8,11-07-2016 08:42,,,0,Morning,Monday
3726,4311,City,212,Cancelled,6,14-07-2016 06:52,,,0,Morning,Thursday
3727,4404,City,212,Cancelled,7,14-07-2016 07:55,,,0,Morning,Thursday
3728,5675,City,212,Cancelled,7,15-07-2016 07:08,,,0,Morning,Friday
3729,193,City,213,Cancelled,5,11-07-2016 05:58,,,0,Early Morning,Monday
3730,1825,City,213,Cancelled,9,12-07-2016 09:35,,,0,Morning,Tuesday
3731,3111,City,213,Cancelled,8,13-07-2016 08:31,,,0,Morning,Wednesday
3732,4160,City,213,Cancelled,5,14-07-2016 05:05,,,0,Early Morning,Thursday
3733,2846,City,214,Cancelled,5,13-07-2016 05:24,,,0,Early Morning,Wednesday
3734,3163,City,214,Cancelled,9,13-07-2016 09:04,,,0,Morning,Wednesday
3735,3446,City,214,Cancelled,16,13-07-2016 16:39,,,0,Afternoon,Wednesday
3736,4543,City,214,Cancelled,9,14-07-2016 09:36,,,0,Morning,Thursday
3737,4800,Airport,214,Cancelled,16,14-07-2016 16:59,,,0,Afternoon,Thursday
3738,107,City,215,Cancelled,5,11-07-2016 05:02,,,0,Early Morning,Monday
3739,1594,City,215,Cancelled,6,12-07-2016 06:41,,,0,Morning,Tuesday
3740,1791,City,215,Cancelled,9,12-07-2016 09:08,,,0,Morning,Tuesday
3741,6050,City,215,Cancelled,13,15-07-2016 13:35,,,0,Afternoon,Friday
3742,409,City,216,Cancelled,8,11-07-2016 08:34,,,0,Morning,Monday
3743,3137,City,216,Cancelled,8,13-07-2016 08:52,,,0,Morning,Wednesday
3744,4532,City,216,Cancelled,9,14-07-2016 09:35,,,0,Morning,Thursday
3745,5914,City,216,Cancelled,9,15-07-2016 09:58,,,0,Morning,Friday
3746,5618,City,217,Cancelled,6,15-07-2016 06:25,,,0,Morning,Friday
3747,5688,City,217,Cancelled,7,15-07-2016 07:24,,,0,Morning,Friday
3748,6419,City,217,Cancelled,19,15-07-2016 19:47,,,0,Evening,Friday
3749,711,City,218,Cancelled,14,11-07-2016 14:22,,,0,Afternoon,Monday
3750,4415,City,218,Cancelled,8,14-07-2016 08:11,,,0,Morning,Thursday
3751,4544,City,218,Cancelled,9,14-07-2016 09:33,,,0,Morning,Thursday
3752,3173,City,219,Cancelled,9,13-07-2016 09:12,,,0,Morning,Wednesday
3753,6262,Airport,219,Cancelled,18,15-07-2016 18:05,,,0,Evening,Friday
3754,262,City,220,Cancelled,6,11-07-2016 06:41,,,0,Morning,Monday
3755,529,City,220,Cancelled,9,11-07-2016 09:54,,,0,Morning,Monday
3756,1537,City,220,Cancelled,5,12-07-2016 05:55,,,0,Early Morning,Tuesday
3757,1788,City,220,Cancelled,9,12-07-2016 09:08,,,0,Morning,Tuesday
3758,5816,City,220,Cancelled,8,15-07-2016 08:44,,,0,Morning,Friday
3759,3260,City,221,Cancelled,10,13-07-2016 10:13,,,0,Morning,Wednesday
3760,4008,City,221,Cancelled,23,13-07-2016 23:43,,,0,Night,Wednesday
3761,4574,City,221,Cancelled,9,14-07-2016 09:53,,,0,Morning,Thursday
3762,1730,City,222,Cancelled,8,12-07-2016 08:25,,,0,Morning,Tuesday
3763,2448,Airport,222,Cancelled,20,12-07-2016 20:26,,,0,Night,Tuesday
3764,4570,City,222,Cancelled,9,14-07-2016 09:51,,,0,Morning,Thursday
3765,5529,City,222,Cancelled,5,15-07-2016 05:24,,,0,Early Morning,Friday
3766,1506,City,223,Cancelled,5,12-07-2016 05:37,,,0,Early Morning,Tuesday
3767,2651,City,223,Cancelled,22,12-07-2016 22:56,,,0,Night,Tuesday
3768,3185,City,223,Cancelled,9,13-07-2016 09:24,,,0,Morning,Wednesday
3769,3421,City,223,Cancelled,15,13-07-2016 15:42,,,0,Afternoon,Wednesday
3770,291,City,224,Cancelled,7,11-07-2016 07:06,,,0,Morning,Monday
3771,1669,City,224,Cancelled,7,12-07-2016 07:39,,,0,Morning,Tuesday
3772,3974,City,224,Cancelled,23,13-07-2016 23:04,,,0,Night,Wednesday
3773,4349,City,224,Cancelled,7,14-07-2016 07:18,,,0,Morning,Thursday
3774,4442,City,224,Cancelled,8,14-07-2016 08:33,,,0,Morning,Thursday
3775,5327,Airport,224,Cancelled,22,14-07-2016 22:12,,,0,Night,Thursday
3776,2929,City,225,Cancelled,6,13-07-2016 06:28,,,0,Morning,Wednesday
3777,3186,City,225,Cancelled,9,13-07-2016 09:28,,,0,Morning,Wednesday
3778,4211,City,225,Cancelled,5,14-07-2016 05:37,,,0,Early Morning,Thursday
3779,5273,Airport,225,Cancelled,21,14-07-2016 21:29,,,0,Night,Thursday
3780,6445,City,225,Cancelled,20,15-07-2016 20:01,,,0,Night,Friday
3781,157,City,226,Cancelled,5,11-07-2016 05:38,,,0,Early Morning,Monday
3782,2813,City,226,Cancelled,5,13-07-2016 05:06,,,0,Early Morning,Wednesday
3783,3057,City,226,Cancelled,7,13-07-2016 07:50,,,0,Morning,Wednesday
3784,4641,City,226,Cancelled,11,14-07-2016 11:39,,,0,Morning,Thursday
3785,5884,City,226,Cancelled,9,15-07-2016 09:36,,,0,Morning,Friday
3786,1837,City,227,Cancelled,9,12-07-2016 09:36,,,0,Morning,Tuesday
3787,4092,City,227,Cancelled,2,14-07-2016 02:55,,,0,Late Night,Thursday
3788,4222,City,227,Cancelled,5,14-07-2016 05:44,,,0,Early Morning,Thursday
3789,1509,City,228,Cancelled,5,12-07-2016 05:42,,,0,Early Morning,Tuesday
3790,3194,City,228,Cancelled,9,13-07-2016 09:35,,,0,Morning,Wednesday
3791,3541,Airport,228,Cancelled,17,13-07-2016 17:57,,,0,Evening,Wednesday
3792,1365,City,229,Cancelled,0,11-07-2016 00:09,,,0,Late Night,Monday
3793,1834,City,229,Cancelled,9,12-07-2016 09:33,,,0,Morning,Tuesday
3794,4129,City,229,Cancelled,4,14-07-2016 04:42,,,0,Early Morning,Thursday
3795,4380,City,229,Cancelled,7,14-07-2016 07:47,,,0,Morning,Thursday
3796,4434,City,229,Cancelled,8,14-07-2016 08:27,,,0,Morning,Thursday
3797,5735,City,229,Cancelled,7,15-07-2016 07:47,,,0,Morning,Friday
3798,6434,Airport,229,Cancelled,19,15-07-2016 19:49,,,0,Evening,Friday
3799,623,Airport,230,Cancelled,12,11-07-2016 12:03,,,0,Afternoon,Monday
3800,1521,City,230,Cancelled,5,12-07-2016 05:50,,,0,Early Morning,Tuesday
3801,2771,City,230,Cancelled,4,13-07-2016 04:24,,,0,Early Morning,Wednesday
3802,2873,City,230,Cancelled,5,13-07-2016 05:48,,,0,Early Morning,Wednesday
3803,3320,Airport,230,Cancelled,12,13-07-2016 12:21,,,0,Afternoon,Wednesday
3804,4571,City,230,Cancelled,9,14-07-2016 09:49,,,0,Morning,Thursday
3805,4600,City,230,Cancelled,10,14-07-2016 10:08,,,0,Morning,Thursday
3806,5341,City,230,Cancelled,22,14-07-2016 22:34,,,0,Night,Thursday
3807,2435,City,231,Cancelled,20,12-07-2016 20:11,,,0,Night,Tuesday
3808,2919,City,231,Cancelled,6,13-07-2016 06:19,,,0,Morning,Wednesday
3809,4712,City,231,Cancelled,13,14-07-2016 13:23,,,0,Afternoon,Thursday
3810,399,City,232,Cancelled,8,11-07-2016 08:25,,,0,Morning,Monday
3811,2826,City,232,Cancelled,5,13-07-2016 05:13,,,0,Early Morning,Wednesday
3812,3090,City,232,Cancelled,8,13-07-2016 08:13,,,0,Morning,Wednesday
3813,4141,City,232,Cancelled,4,14-07-2016 04:46,,,0,Early Morning,Thursday
3814,5817,City,232,Cancelled,8,15-07-2016 08:46,,,0,Morning,Friday
3815,1156,City,233,Cancelled,20,11-07-2016 20:46,,,0,Night,Monday
3816,3155,City,233,Cancelled,9,13-07-2016 09:02,,,0,Morning,Wednesday
3817,5821,City,233,Cancelled,8,15-07-2016 08:54,,,0,Morning,Friday
3818,552,City,234,Cancelled,10,11-07-2016 10:07,,,0,Morning,Monday
3819,589,Airport,234,Cancelled,11,11-07-2016 11:19,,,0,Morning,Monday
3820,3218,City,234,Cancelled,9,13-07-2016 09:49,,,0,Morning,Wednesday
3821,3287,City,234,Cancelled,11,13-07-2016 11:13,,,0,Morning,Wednesday
3822,5557,City,234,Cancelled,5,15-07-2016 05:39,,,0,Early Morning,Friday
3823,5874,City,234,Cancelled,9,15-07-2016 09:21,,,0,Morning,Friday
3824,1117,Airport,235,Cancelled,20,11-07-2016 20:17,,,0,Night,Monday
3825,2820,City,235,Cancelled,5,13-07-2016 05:14,,,0,Early Morning,Wednesday
3826,3083,City,235,Cancelled,8,13-07-2016 08:16,,,0,Morning,Wednesday
3827,185,City,236,Cancelled,5,11-07-2016 05:43,,,0,Early Morning,Monday
3828,2922,City,236,Cancelled,6,13-07-2016 06:25,,,0,Morning,Wednesday
3829,4379,City,236,Cancelled,7,14-07-2016 07:43,,,0,Morning,Thursday
3830,1846,City,237,Cancelled,9,12-07-2016 09:43,,,0,Morning,Tuesday
3831,2778,Airport,237,Cancelled,4,13-07-2016 04:45,,,0,Early Morning,Wednesday
3832,4161,City,237,Cancelled,5,14-07-2016 05:06,,,0,Early Morning,Thursday
3833,5702,City,237,Cancelled,7,15-07-2016 07:37,,,0,Morning,Friday
3834,5808,City,237,Cancelled,8,15-07-2016 08:39,,,0,Morning,Friday
3835,298,City,238,Cancelled,7,11-07-2016 07:15,,,0,Morning,Monday
3836,4602,Airport,238,Cancelled,10,14-07-2016 10:13,,,0,Morning,Thursday
3837,5650,City,238,Cancelled,6,15-07-2016 06:59,,,0,Morning,Friday
3838,508,City,239,Cancelled,9,11-07-2016 09:40,,,0,Morning,Monday
3839,1419,City,239,Cancelled,3,12-07-2016 03:57,,,0,Late Night,Tuesday
3840,3114,City,239,Cancelled,8,13-07-2016 08:38,,,0,Morning,Wednesday
3841,309,City,240,Cancelled,7,11-07-2016 07:18,,,0,Morning,Monday
3842,327,City,240,Cancelled,7,11-07-2016 07:33,,,0,Morning,Monday
3843,1491,City,240,Cancelled,5,12-07-2016 05:36,,,0,Early Morning,Tuesday
3844,4392,City,240,Cancelled,7,14-07-2016 07:56,,,0,Morning,Thursday
3845,5396,City,240,Cancelled,0,15-07-2016 00:54,,,0,Late Night,Friday
3846,5767,City,240,Cancelled,8,15-07-2016 08:19,,,0,Morning,Friday
3847,5498,City,241,Cancelled,4,15-07-2016 04:56,,,0,Early Morning,Friday
3848,5755,City,241,Cancelled,8,15-07-2016 08:05,,,0,Morning,Friday
3849,414,City,242,Cancelled,8,11-07-2016 08:41,,,0,Morning,Monday
3850,1621,City,242,Cancelled,6,12-07-2016 06:56,,,0,Morning,Tuesday
3851,5288,Airport,242,Cancelled,21,14-07-2016 21:42,,,0,Night,Thursday
3852,1778,City,243,Cancelled,9,12-07-2016 09:01,,,0,Morning,Tuesday
3853,5266,Airport,243,Cancelled,21,14-07-2016 21:26,,,0,Night,Thursday
3854,5836,City,243,Cancelled,9,15-07-2016 09:02,,,0,Morning,Friday
3855,115,City,244,Cancelled,5,11-07-2016 05:14,,,0,Early Morning,Monday
3856,4655,City,244,Cancelled,12,14-07-2016 12:04,,,0,Afternoon,Thursday
3857,5590,City,244,Cancelled,6,15-07-2016 06:02,,,0,Morning,Friday
3858,1784,City,245,Cancelled,9,12-07-2016 09:02,,,0,Morning,Tuesday
3859,3123,City,245,Cancelled,8,13-07-2016 08:39,,,0,Morning,Wednesday
3860,3330,City,245,Cancelled,12,13-07-2016 12:25,,,0,Afternoon,Wednesday
3861,4376,City,245,Cancelled,7,14-07-2016 07:41,,,0,Morning,Thursday
3862,4540,City,245,Cancelled,9,14-07-2016 09:38,,,0,Morning,Thursday
3863,431,City,246,Cancelled,8,11-07-2016 08:56,,,0,Morning,Monday
3864,1599,City,246,Cancelled,6,12-07-2016 06:39,,,0,Morning,Tuesday
3865,1725,City,246,Cancelled,8,12-07-2016 08:17,,,0,Morning,Tuesday
3866,4248,City,246,Cancelled,6,14-07-2016 06:02,,,0,Morning,Thursday
3867,133,City,247,Cancelled,5,11-07-2016 05:14,,,0,Early Morning,Monday
3868,4170,City,247,Cancelled,5,14-07-2016 05:09,,,0,Early Morning,Thursday
3869,6057,Airport,247,Cancelled,13,15-07-2016 13:41,,,0,Afternoon,Friday
3870,108,City,248,Cancelled,5,11-07-2016 05:09,,,0,Early Morning,Monday
3871,1798,City,248,Cancelled,9,12-07-2016 09:10,,,0,Morning,Tuesday
3872,1932,City,248,Cancelled,11,12-07-2016 11:13,,,0,Morning,Tuesday
3873,5865,City,248,Cancelled,9,15-07-2016 09:18,,,0,Morning,Friday
3874,5981,City,248,Cancelled,11,15-07-2016 11:40,,,0,Morning,Friday
3875,363,City,249,Cancelled,8,11-07-2016 08:02,,,0,Morning,Monday
3876,3153,City,249,Cancelled,9,13-07-2016 09:03,,,0,Morning,Wednesday
3877,3196,City,249,Cancelled,9,13-07-2016 09:37,,,0,Morning,Wednesday
3878,3214,City,249,Cancelled,9,13-07-2016 09:46,,,0,Morning,Wednesday
3879,4171,City,249,Cancelled,5,14-07-2016 05:11,,,0,Early Morning,Thursday
3880,5824,City,249,Cancelled,8,15-07-2016 08:50,,,0,Morning,Friday
3881,1866,City,250,Cancelled,9,12-07-2016 09:52,,,0,Morning,Tuesday
3882,2958,City,250,Cancelled,6,13-07-2016 06:46,,,0,Morning,Wednesday
3883,3181,Airport,250,Cancelled,9,13-07-2016 09:19,,,0,Morning,Wednesday
3884,5833,City,250,Cancelled,8,15-07-2016 08:57,,,0,Morning,Friday
3885,5873,City,250,Cancelled,9,15-07-2016 09:20,,,0,Morning,Friday
3886,415,Airport,251,Cancelled,8,11-07-2016 08:37,,,0,Morning,Monday
3887,4439,City,251,Cancelled,8,14-07-2016 08:27,,,0,Morning,Thursday
3888,5761,City,251,Cancelled,8,15-07-2016 08:18,,,0,Morning,Friday
3889,490,City,252,Cancelled,9,11-07-2016 09:33,,,0,Morning,Monday
3890,464,City,253,Cancelled,9,11-07-2016 09:14,,,0,Morning,Monday
3891,725,Airport,253,Cancelled,15,11-07-2016 15:02,,,0,Afternoon,Monday
3892,2418,Airport,254,Cancelled,20,12-07-2016 20:05,,,0,Night,Tuesday
3893,4137,City,254,Cancelled,4,14-07-2016 04:48,,,0,Early Morning,Thursday
3894,780,Airport,255,Cancelled,16,11-07-2016 16:42,,,0,Afternoon,Monday
3895,1601,City,255,Cancelled,6,12-07-2016 06:43,,,0,Morning,Tuesday
3896,1831,Airport,255,Cancelled,9,12-07-2016 09:27,,,0,Morning,Tuesday
3897,5545,City,255,Cancelled,5,15-07-2016 05:27,,,0,Early Morning,Friday
